SrNo,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
112552,MCW Old Seemapuri 1,,,,,,,0,0,0,M&CW Center,Delhi,Shahdara,Vivek Vihar,\N
112599,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
112666,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
112776,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
113159,Area-7,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
113266,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
113341,SPUHC Neb Sarai,"H No. 447,",Neb Sarai,,,110068,011-29531957,28.5061211,77.2011985,0,Dispensaries,Delhi,South,Saket,\N
113382,MCW Shakurpur,E-Block,Shakurpur,,,110034,27183448,28.68644,77.1465,0,M&CW Center,Delhi,North West,Saraswati Vihar,\N
113387,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
113529,Area-6 (070607706),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
113539,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
113720,DGD Shashi Garden,Gali no. 10,Bismil camp Shashi Garden,Opp. Pocket 5 Mayur Vihar Phase-I,Mayur Vihar,110091,011-22894013,28.6118,77.2937,0,Dispensaries,Delhi,East,Mayur Vihar,\N
113764,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
113790,MCW Keshavpuram,"C-2 Block, Opposite Gate No. 5",Keshavpuram,Behind Balak Mandir & Gurudwara,,110035,27153266,28.6886,77.1562,0,M&CW Center,Delhi,North West,Saraswati Vihar,\N
113795,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
113976,Area-4 (070607401),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
114124,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
114184,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
114259,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
114406,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
114560,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
114611,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
114817,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
114866,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
114879,MCW Deoli,MCW Centre DevliM&CW Centre Deoli Near Panjab National Bank New Delhi-,MCW Centre DevliM&CW Centre Deoli Near Panjab National Bank New Delhi-,MCW Centre DevliM&CW Centre Deoli Near Panjab National Bank New Delhi-,18,110062,???ÿ011 29967909???ÿ???ÿ???ÿ???ÿ???ÿ,28.51059,77.23603,0,M&CW Center,Delhi,South,Saket,\N
114908,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
114955,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
114983,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
114988,Babu Jagjeevan Ram Memorial Hospital  Jahgirpuri,"Jahangir Puri,","Jahangir Puri,",,Jahangir Puri,110033,27636955,28.7341,77.1725,0,100-500 Bedded Hospital,Delhi,North,Model Town,\N
115035,MCW Indra Nagar,first floor mcd dispensary bulding,adarsh nagar,near adarsh nagar metro station,indra Nagar,110033,,28.7164,77.1723,0,M&CW Center,Delhi,North,Model Town,\N
115047,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
115111,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
115222,DGD Ranjit Nagar,"DDA Flats,",New Ranjeet Nagar,"Opp. Satyam Cinema,",Ranjeet Nagar,110008,1125703157,28.65,77.11,0,Dispensaries,Delhi,West,Patel Nagar,\N
115248,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
115308,Area-1 (070608101),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
115402,NIHFW Munirka,Baba,Gang,Nath Marg,Munirka,110067,011-2616 5959,28.5516836,77.176195,0,Dispensaries,Delhi,New Delhi,Delhi Cantonment,\N
115417,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
115418,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
115421,DGD Jharoda Majra,,Jharoda Majra,,Burari Gaon,110084,1127617122,28.73057985,77.2099888,0,Dispensaries,Delhi,Central,Civil Lines,\N
115455,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
115461,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
115546,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
